Accession;Organism_Name;SRA_Accession;Species;Genus;Family;Molecule_type;Length;Nuc_Completeness;Geo_Location;Host;Isolation_Source
NC_074209;ssRNA phage SRR5467091_11;;Abakapovirus asiadaptatum;Abakapovirus;Steitzviridae;RNA;3846;complete;USA;activated sludge metagenome;
NC_074210;ssRNA phage Gerhypos.2_21;;Abakapovirus humadaptatum;Abakapovirus;Steitzviridae;RNA;3997;complete;USA;;
NC_074211;ssRNA phage Zoerhiza.4_21;;Abakapovirus humenecus;Abakapovirus;Steitzviridae;RNA;4013;complete;USA;;
NC_074212;ssRNA phage Zoerhiza.2_9;;Abakapovirus humicola;Abakapovirus;Steitzviridae;RNA;3800;complete;USA;;
NC_074213;ssRNA phage Esthiorhiza.4_6;;Achlievirus humihabitans;Achlievirus;Steitzviridae;RNA;3857;complete;USA;;
NC_074214;ssRNA phage SRR6960799_41;;Adahmuvirus asiocola;Adahmuvirus;Steitzviridae;RNA;3606;complete;Japan;activated sludge metagenome;
NC_074215;ssRNA phage Gerhypos.4_38;;Alehxovirus agradaptatum;Alehxovirus;Steitzviridae;RNA;3802;complete;USA;;
NC_074216;ssRNA phage Zoerhiza.3_3;;Alehxovirus agrenecus;Alehxovirus;Steitzviridae;RNA;3742;complete;USA;;
NC_074217;ssRNA phage Zoerhiza.1_20;;Alehxovirus agricola;Alehxovirus;Steitzviridae;RNA;3659;complete;USA;;
NC_074218;ssRNA phage Zoerhiza.4_12;;Alehxovirus agrihabitans;Alehxovirus;Steitzviridae;RNA;3770;complete;USA;;
NC_074219;ssRNA phage SRR5466727_10;;Alehxovirus asiohabitans;Alehxovirus;Steitzviridae;RNA;3845;complete;USA;activated sludge metagenome;
NC_074220;ssRNA phage SRR5467090_12;;Alehxovirus asiovicinum;Alehxovirus;Steitzviridae;RNA;3802;complete;USA;activated sludge metagenome;
NC_074221;ssRNA phage SRR6254984_1;;Alehxovirus asiovivens;Alehxovirus;Steitzviridae;RNA;3969;complete;USA;activated sludge metagenome;
NC_074222;ssRNA phage SRR7976325_29;;Alehxovirus borboradaptatum;Alehxovirus;Steitzviridae;RNA;3766;complete;Japan;activated sludge metagenome;
NC_074223;ssRNA phage Esthiorhiza.1_12;;Alehxovirus humivicinum;Alehxovirus;Steitzviridae;RNA;3748;complete;USA;;
NC_074224;ssRNA phage Gerhypos.2_28;;Alehxovirus humivivens;Alehxovirus;Steitzviridae;RNA;3738;complete;USA;;
NC_074225;ssRNA phage Gerhypos.4_33;;Aphenovirus arvadaptatum;Aphenovirus;Steitzviridae;RNA;3860;complete;USA;;
NC_074226;ssRNA phage Gerhypos.4_44;;Aphenovirus arvicola;Aphenovirus;Steitzviridae;RNA;3722;complete;USA;;
NC_074227;ssRNA phage Gerhypos.1_38;;Aphenovirus chorovivens;Aphenovirus;Steitzviridae;RNA;3811;complete;USA;;
NC_074228;ssRNA phage SRR5467091_13;;Arawsmovirus borborovivens;Arawsmovirus;Steitzviridae;RNA;3652;complete;USA;activated sludge metagenome;
NC_074229;ssRNA phage Esthiorhiza.2_18;;Arctuvirus arvivicinum;Arctuvirus;Steitzviridae;RNA;4004;complete;USA;;
NC_074230;ssRNA phage Esthiorhiza.2_28;;Arctuvirus arvivivens;Arctuvirus;Steitzviridae;RNA;3883;complete;USA;;
NC_074231;ssRNA phage Gephyllon.1_5;;Arctuvirus edaphadaptatum;Arctuvirus;Steitzviridae;RNA;4019;complete;USA;;
NC_074232;ssRNA phage Gerhypos.1_34;;Arctuvirus edaphenecus;Arctuvirus;Steitzviridae;RNA;4061;complete;USA;;
NC_074233;ssRNA phage Gerhypos.1_33;;Arctuvirus edaphocola;Arctuvirus;Steitzviridae;RNA;4095;complete;USA;;
NC_074234;ssRNA phage Gerhypos.3_21;;Arctuvirus edaphohabitans;Arctuvirus;Steitzviridae;RNA;4035;complete;USA;;
NC_074235;ssRNA phage Zoerhiza.1_10;;Arctuvirus edaphovicinum;Arctuvirus;Steitzviridae;RNA;4064;complete;USA;;
NC_074236;ssRNA phage Zoerhiza.1_11;;Arctuvirus edaphovivens;Arctuvirus;Steitzviridae;RNA;4038;complete;USA;;
NC_074237;ssRNA phage Zoerhiza.1_34;;Arctuvirus pedadaptatum;Arctuvirus;Steitzviridae;RNA;4017;complete;USA;;
NC_074238;ssRNA phage Zoerhiza.4_8;;Arctuvirus pedocola;Arctuvirus;Steitzviridae;RNA;4002;complete;USA;;
NC_074239;ssRNA phage Esthiorhiza.2_47;;Arpirivirus pedenecus;Arpirivirus;Steitzviridae;RNA;3775;complete;USA;;
NC_074240;ssRNA phage Gerhypos.4_43;;Arpirivirus pedohabitans;Arpirivirus;Steitzviridae;RNA;3722;complete;USA;;
NC_074241;ssRNA phage SRR7976310_17;;Ashcevirus caenenecus;Ashcevirus;Steitzviridae;RNA;3650;complete;USA;activated sludge metagenome;
NC_074242;ssRNA phage Gephyllon.4_9;;Bahnicevirus chthonadaptatum;Bahnicevirus;Steitzviridae;RNA;4170;complete;USA;;
NC_074243;ssRNA phage Gerhypos.1_23;;Bahnicevirus chthonenecus;Bahnicevirus;Steitzviridae;RNA;3840;complete;USA;;
NC_074244;ssRNA phage Gerhypos.1_19;;Bahnicevirus chthonocola;Bahnicevirus;Steitzviridae;RNA;4006;complete;USA;;
NC_074245;ssRNA phage Gerhypos.2_25;;Bahnicevirus chthonohabitans;Bahnicevirus;Steitzviridae;RNA;3844;complete;USA;;
NC_074246;ssRNA phage Gerhypos.2_32;;Bahnicevirus chthonovicinum;Bahnicevirus;Steitzviridae;RNA;3966;complete;USA;;
NC_074247;ssRNA phage Gerhypos.2_7;;Bahnicevirus chthonovivens;Bahnicevirus;Steitzviridae;RNA;3787;complete;USA;;
NC_074248;ssRNA phage ESE015;SRR1027978;Bahnicevirus defluviicola;Bahnicevirus;Steitzviridae;RNA;3805;complete;USA;activated sludge metagenome;
NC_074249;ssRNA phage Gerhypos.3_10;;Bahnicevirus geoadaptatum;Bahnicevirus;Steitzviridae;RNA;3865;complete;USA;;
NC_074250;ssRNA phage Gerhypos.3_11;;Bahnicevirus geocola;Bahnicevirus;Steitzviridae;RNA;3833;complete;USA;;
NC_074251;ssRNA phage Gerhypos.3_20;;Bahnicevirus geoenecus;Bahnicevirus;Steitzviridae;RNA;4058;complete;USA;;
NC_074252;ssRNA phage Gerhypos.3_26;;Bahnicevirus geohabitans;Bahnicevirus;Steitzviridae;RNA;3700;complete;USA;;
NC_074253;ssRNA phage Gerhypos.4_21;;Bahnicevirus geovicinum;Bahnicevirus;Steitzviridae;RNA;3984;complete;USA;;
NC_074254;ssRNA phage Gerhypos.4_22;;Bahnicevirus geovivens;Bahnicevirus;Steitzviridae;RNA;3978;complete;USA;;
NC_074255;ssRNA phage SRR5466728_4;;Bahnicevirus limenecus;Bahnicevirus;Steitzviridae;RNA;3780;complete;USA;activated sludge metagenome;
NC_074256;ssRNA phage SRR6960799_35;;Bahnicevirus limicola;Bahnicevirus;Steitzviridae;RNA;4012;complete;Japan;activated sludge metagenome;
NC_074257;ssRNA phage SRR7976310_13;;Bahnicevirus limihabitans;Bahnicevirus;Steitzviridae;RNA;3809;complete;USA;activated sludge metagenome;
NC_074258;ssRNA phage Esthiorhiza.2_11;;Bahnicevirus pedovicinum;Bahnicevirus;Steitzviridae;RNA;4160;complete;USA;;
NC_074259;ssRNA phage Esthiorhiza.2_23;;Bahnicevirus pedovivens;Bahnicevirus;Steitzviridae;RNA;3951;complete;USA;;
NC_074260;ssRNA phage Esthiorhiza.2_25;;Bahnicevirus soladaptatum;Bahnicevirus;Steitzviridae;RNA;3940;complete;USA;;
NC_074261;ssRNA phage Esthiorhiza.2_9;;Bahnicevirus solenecus;Bahnicevirus;Steitzviridae;RNA;4182;complete;USA;;
NC_074262;ssRNA phage Esthiorhiza.2_26;;Bahnicevirus solicola;Bahnicevirus;Steitzviridae;RNA;3911;complete;USA;;
NC_074263;ssRNA phage Esthiorhiza.3_9;;Bahnicevirus solihabitans;Bahnicevirus;Steitzviridae;RNA;3693;complete;USA;;
NC_074264;ssRNA phage Gephyllon.1_19;;Bahnicevirus solivicinum;Bahnicevirus;Steitzviridae;RNA;3893;complete;USA;;
NC_074265;ssRNA phage Gephyllon.4_10;;Bahnicevirus solivivens;Bahnicevirus;Steitzviridae;RNA;4056;complete;USA;;
NC_074266;ssRNA phage Gerhypos.4_23;;Bahnicevirus telluradaptatum;Bahnicevirus;Steitzviridae;RNA;3969;complete;USA;;
NC_074267;ssRNA phage Gerhypos.4_54;;Bahnicevirus tellurenecus;Bahnicevirus;Steitzviridae;RNA;4016;complete;USA;;
NC_074268;ssRNA phage Gerhypos.4_24;;Bahnicevirus telluricola;Bahnicevirus;Steitzviridae;RNA;3966;complete;USA;;
NC_074269;ssRNA phage Gerhypos.4_55;;Bahnicevirus tellurihabitans;Bahnicevirus;Steitzviridae;RNA;4001;complete;USA;;
NC_074270;ssRNA phage Zoerhiza.1_37;;Bahnicevirus tellurivicinum;Bahnicevirus;Steitzviridae;RNA;3673;complete;USA;;
NC_074271;ssRNA phage Zoerhiza.1_8;;Bahnicevirus tellurivivens;Bahnicevirus;Steitzviridae;RNA;4090;complete;USA;;
NC_074272;ssRNA phage Zoerhiza.2_25;;Bahnicevirus terradaptatum;Bahnicevirus;Steitzviridae;RNA;3936;complete;USA;;
NC_074273;ssRNA phage Zoerhiza.4_9;;Bahnicevirus terricola;Bahnicevirus;Steitzviridae;RNA;3946;complete;USA;;
NC_074274;ssRNA phage SRR7976301_9;;Belbovirus lutenecus;Belbovirus;Steitzviridae;RNA;4228;complete;USA;activated sludge metagenome;
NC_074275;ssRNA phage SRR5466727_8;;Berdovirus luticola;Berdovirus;Steitzviridae;RNA;3843;complete;USA;activated sludge metagenome;
NC_074276;ssRNA phage SRR5466728_5;;Bicehmovirus lutivivens;Bicehmovirus;Steitzviridae;RNA;4090;complete;USA;activated sludge metagenome;
NC_074277;ssRNA phage SRR6253161_4;;Bicehmovirus peladaptatum;Bicehmovirus;Steitzviridae;RNA;4112;complete;USA;activated sludge metagenome;
NC_074278;ssRNA phage SRR7976327_2;;Bicehmovirus pelenecus;Bicehmovirus;Steitzviridae;RNA;3831;complete;Japan;activated sludge metagenome;
NC_074279;ssRNA phage SRR5467090_9;;Bidhavirus pelocola;Bidhavirus;Steitzviridae;RNA;4054;complete;USA;activated sludge metagenome;
NC_074280;ssRNA phage Zoerhiza.1_14;;Brikhyavirus terrivicinum;Brikhyavirus;Steitzviridae;RNA;3788;complete;USA;;
NC_074281;ssRNA phage SRR5466725_20;;Cahrlavirus caenivicinum;Cahrlavirus;Steitzviridae;RNA;3697;complete;USA;activated sludge metagenome;
NC_074282;ssRNA phage Gerhypos.2_17;;Cahtavirus humihabitans;Cahtavirus;Steitzviridae;RNA;4152;complete;USA;;
NC_074283;ssRNA phage Esthiorhiza.1_4;;Catindovirus agricola;Catindovirus;Steitzviridae;RNA;4057;complete;USA;;
NC_074284;ssRNA phage Gephyllon.1_27;;Cebevirus agrenecus;Cebevirus;Steitzviridae;RNA;3756;complete;USA;;
NC_074285;ssRNA phage Esthiorhiza.4_11;;Chlurivirus chorocola;Chlurivirus;Steitzviridae;RNA;3382;complete;USA;;
NC_074286;ssRNA phage SRR6960507_13;SRR6960507;Chorovirus peladaptatum;Chorovirus;Steitzviridae;RNA;4040;complete;USA;activated sludge metagenome;
NC_074287;ssRNA phage Gerhypos.3_13;;Clitovirus chorohabitans;Clitovirus;Steitzviridae;RNA;3698;complete;USA;;
NC_074288;ssRNA phage Zoerhiza.4_14;;Cohrdavirus arvadaptatum;Cohrdavirus;Steitzviridae;RNA;4083;complete;USA;;
NC_074289;ssRNA phage Esthiorhiza.3_11;;Cohrdavirus chorovicinum;Cohrdavirus;Steitzviridae;RNA;4565;complete;USA;;
NC_074290;ssRNA phage Zoerhiza.1_3;;Cohrdavirus chorovivens;Cohrdavirus;Steitzviridae;RNA;4507;complete;USA;;
NC_074291;ssRNA phage ESE016;SRR1027978;Controvirus defluviicola;Controvirus;Steitzviridae;RNA;3692;complete;USA;activated sludge metagenome;
NC_074292;ssRNA phage Gerhypos.4_35;;Cunarovirus pedadaptatum;Cunarovirus;Steitzviridae;RNA;3819;complete;USA;;
NC_074293;ssRNA phage Gerhypos.4_60;;Cunavirus pedohabitans;Cunarovirus;Steitzviridae;RNA;3767;complete;USA;;
NC_074294;ssRNA phage Zoerhiza.1_18;;Erimutivirus chthonovicinum;Erimutivirus;Steitzviridae;RNA;3720;complete;USA;;
NC_074295;ssRNA phage Gerhypos.4_39;;Fagihovirus chthonovivens;Fagihovirus;Steitzviridae;RNA;3798;complete;USA;;
NC_074296;ssRNA phage SRR6960803_14;;Fudhoevirus lutenecus;Fudhoevirus;Steitzviridae;RNA;3846;complete;Japan;activated sludge metagenome;
NC_074297;ssRNA phage SRR6960802_3;;Gahmegovirus lutivicinum;Gahmegovirus;Steitzviridae;RNA;4847;complete;Japan;activated sludge metagenome;
NC_074298;ssRNA phage SRR5466338_5;;Garnievirus lutivivens;Garnievirus;Steitzviridae;RNA;3806;complete;USA;activated sludge metagenome;
NC_074299;ssRNA phage Esthiorhiza.2_31;;Gehrmavirus geocola;Gehrmavirus;Steitzviridae;RNA;3739;complete;USA;;
NC_074300;ssRNA phage Zoerhiza.2_15;;Gredihovirus agradaptatum;Gredihovirus;Steitzviridae;RNA;4434;complete;USA;;
NC_074301;ssRNA phage Zoerhiza.2_20;;Gredihovirus agricola;Gredihovirus;Steitzviridae;RNA;4549;complete;USA;;
NC_074302;ssRNA phage Gephyllon.1_8;;Gredihovirus arvadaptatum;Gredihovirus;Steitzviridae;RNA;3958;complete;USA;;
NC_074303;ssRNA phage Gephyllon.3_14;;Gredihovirus arvihabitans;Gredihovirus;Steitzviridae;RNA;4292;complete;USA;;
NC_074304;ssRNA phage Zoerhiza.4_5;;Gredihovirus chorovicinum;Gredihovirus;Steitzviridae;RNA;4078;complete;USA;;
NC_074305;ssRNA phage Gerhypos.3_7;;Gredihovirus geohabitans;Gredihovirus;Steitzviridae;RNA;4040;complete;USA;;
NC_074306;ssRNA phage Zoerhiza.1_21;;Gredihovirus humadaptatum;Gredihovirus;Steitzviridae;RNA;3642;complete;USA;;
NC_074307;ssRNA phage Zoerhiza.1_7;;Gredihovirus humihabitans;Gredihovirus;Steitzviridae;RNA;4154;complete;USA;;
NC_074308;ssRNA phage Esthiorhiza.3_5;;Gredihovirus neoagrenecus;Gredihovirus;Steitzviridae;RNA;4668;complete;USA;;
NC_074309;ssRNA phage Esthiorhiza.3_3;;Gredihovirus neoagricola;Gredihovirus;Steitzviridae;RNA;3887;complete;USA;;
NC_074310;ssRNA phage Gephyllon.1_23;;Gredihovirus neochorohabitans;Gredihovirus;Steitzviridae;RNA;3677;complete;USA;;
NC_074311;ssRNA phage Esthiorhiza.2_8;;Gredihovirus neohumihabitans;Gredihovirus;Steitzviridae;RNA;4260;complete;USA;;
NC_074312;ssRNA phage Esthiorhiza.3_10;;Gredihovirus neohumivivens;Gredihovirus;Steitzviridae;RNA;4559;complete;USA;;
NC_074313;ssRNA phage Esthiorhiza.1_6;;Gredihovirus neotellurenecus;Gredihovirus;Steitzviridae;RNA;4026;complete;USA;;
NC_074314;ssRNA phage Esthiorhiza.1_11;;Gredihovirus neotelluricola;Gredihovirus;Steitzviridae;RNA;3768;complete;USA;;
NC_074315;ssRNA phage Esthiorhiza.2_10;;Gredihovirus neotellurivicinum;Gredihovirus;Steitzviridae;RNA;4169;complete;USA;;
NC_074316;ssRNA phage Esthiorhiza.2_16;;Gredihovirus neotellurivivens;Gredihovirus;Steitzviridae;RNA;4058;complete;USA;;
NC_074317;ssRNA phage Esthiorhiza.2_2;;Gredihovirus neoterradaptatum;Gredihovirus;Steitzviridae;RNA;4367;complete;USA;;
NC_074318;ssRNA phage Esthiorhiza.2_27;;Gredihovirus neoterrenecus;Gredihovirus;Steitzviridae;RNA;3905;complete;USA;;
NC_074319;ssRNA phage Esthiorhiza.2_20;;Gredihovirus neoterricola;Gredihovirus;Steitzviridae;RNA;4023;complete;USA;;
NC_074320;ssRNA phage Esthiorhiza.2_32;;Gredihovirus neoterrihabitans;Gredihovirus;Steitzviridae;RNA;3659;complete;USA;;
NC_074321;ssRNA phage Esthiorhiza.2_39;;Gredihovirus neoterrivicinum;Gredihovirus;Steitzviridae;RNA;4698;complete;USA;;
NC_074322;ssRNA phage Esthiorhiza.2_4;;Gredihovirus neoterrivivens;Gredihovirus;Steitzviridae;RNA;4349;complete;USA;;
NC_074323;ssRNA phage ESO002;SRR1509497;Gredihovirus paludicola;Gredihovirus;Steitzviridae;RNA;3819;complete;USA;activated sludge metagenome;
NC_074324;ssRNA phage Gerhypos.1_1;;Gredihovirus pedadaptatum;Gredihovirus;Steitzviridae;RNA;4694;complete;USA;;
NC_074325;ssRNA phage Gerhypos.1_14;;Gredihovirus pedenecus;Gredihovirus;Steitzviridae;RNA;3951;complete;USA;;
NC_074326;ssRNA phage Gerhypos.1_10;;Gredihovirus pedocola;Gredihovirus;Steitzviridae;RNA;4303;complete;USA;;
NC_074327;ssRNA phage Gerhypos.1_16;;Gredihovirus pedohabitans;Gredihovirus;Steitzviridae;RNA;4129;complete;USA;;
NC_074328;ssRNA phage Gerhypos.1_36;;Gredihovirus pedovicinum;Gredihovirus;Steitzviridae;RNA;4034;complete;USA;;
NC_074329;ssRNA phage Gerhypos.1_39;;Gredihovirus pedovivens;Gredihovirus;Steitzviridae;RNA;3994;complete;USA;;
NC_074330;ssRNA phage Gerhypos.1_42;;Gredihovirus soladaptatum;Gredihovirus;Steitzviridae;RNA;3924;complete;USA;;
NC_074331;ssRNA phage Gerhypos.2_16;;Gredihovirus solenecus;Gredihovirus;Steitzviridae;RNA;4215;complete;USA;;
NC_074332;ssRNA phage Gerhypos.2_1;;Gredihovirus solicola;Gredihovirus;Steitzviridae;RNA;4312;complete;USA;;
NC_074333;ssRNA phage Gerhypos.2_29;;Gredihovirus solihabitans;Gredihovirus;Steitzviridae;RNA;3964;complete;USA;;
NC_074334;ssRNA phage Gerhypos.2_30;;Gredihovirus solivicinum;Gredihovirus;Steitzviridae;RNA;4079;complete;USA;;
NC_074335;ssRNA phage Gerhypos.2_31;;Gredihovirus solivivens;Gredihovirus;Steitzviridae;RNA;4022;complete;USA;;
NC_074336;ssRNA phage Gerhypos.4_25;;Gredihovirus telluradaptatum;Gredihovirus;Steitzviridae;RNA;3877;complete;USA;;
NC_074337;ssRNA phage Gerhypos.4_3;;Gredihovirus tellurenecus;Gredihovirus;Steitzviridae;RNA;4386;complete;USA;;
NC_074338;ssRNA phage Gerhypos.4_27;;Gredihovirus telluricola;Gredihovirus;Steitzviridae;RNA;3927;complete;USA;;
NC_074339;ssRNA phage Gerhypos.4_4;;Gredihovirus tellurihabitans;Gredihovirus;Steitzviridae;RNA;4356;complete;USA;;
NC_074340;ssRNA phage Gerhypos.4_40;;Gredihovirus tellurivicinum;Gredihovirus;Steitzviridae;RNA;3786;complete;USA;;
NC_074341;ssRNA phage Gerhypos.4_46;;Gredihovirus tellurivivens;Gredihovirus;Steitzviridae;RNA;3697;complete;USA;;
NC_074342;ssRNA phage Gerhypos.4_52;;Gredihovirus terradaptatum;Gredihovirus;Steitzviridae;RNA;4439;complete;USA;;
NC_074343;ssRNA phage Gerhypos.4_58;;Gredihovirus terrenecus;Gredihovirus;Steitzviridae;RNA;3840;complete;USA;;
NC_074344;ssRNA phage Gerhypos.4_56;;Gredihovirus terricola;Gredihovirus;Steitzviridae;RNA;3960;complete;USA;;
NC_074345;ssRNA phage Gerhypos.4_6;;Gredihovirus terrihabitans;Gredihovirus;Steitzviridae;RNA;4337;complete;USA;;
NC_074346;ssRNA phage Zoerhiza.1_17;;Gredihovirus terrivicinum;Gredihovirus;Steitzviridae;RNA;3748;complete;USA;;
NC_074347;ssRNA phage Zoerhiza.1_2;;Gredihovirus terrivivens;Gredihovirus;Steitzviridae;RNA;4471;complete;USA;;
NC_074348;ssRNA phage Gephyllon.1_26;;Gulmivirus arvadaptatum;Gulmivirus;Steitzviridae;RNA;3788;complete;USA;;
NC_074349;ssRNA phage Gerhypos.2_27;;Gulmivirus arvenecus;Gulmivirus;Steitzviridae;RNA;3801;complete;USA;;
NC_074350;ssRNA phage Gerhypos.1_26;;Gulmivirus arvicola;Gulmivirus;Steitzviridae;RNA;3617;complete;USA;;
NC_074351;ssRNA phage Zoerhiza.2_27;;Gulmivirus arvihabitans;Gulmivirus;Steitzviridae;RNA;3679;complete;USA;;
NC_074352;ssRNA phage Zoerhiza.4_11;;Gulmivirus arvivicinum;Gulmivirus;Steitzviridae;RNA;3818;complete;USA;;
NC_074353;ssRNA phage SRR6960507_11;SRR6960507;Gulmivirus asiohabitans;Gulmivirus;Steitzviridae;RNA;3798;complete;USA;activated sludge metagenome;
NC_074354;ssRNA phage SRR6960507_12;;Gulmivirus asiovicinum;Gulmivirus;Steitzviridae;RNA;3757;complete;USA;activated sludge metagenome;
NC_074355;ssRNA phage SRR7976301_12;;Gulmivirus asiovivens;Gulmivirus;Steitzviridae;RNA;3846;complete;USA;activated sludge metagenome;
NC_074356;ssRNA phage SRR6960799_36;;Hahkesevirus borborocola;Hahkesevirus;Steitzviridae;RNA;4118;complete;Japan;activated sludge metagenome;
NC_074357;ssRNA phage SRR7976301_10;;Henifovirus borborovivens;Henifovirus;Steitzviridae;RNA;3949;complete;USA;activated sludge metagenome;
NC_074358;ssRNA phage SRR7976310_14;;Henifovirus caenadaptatum;Henifovirus;Steitzviridae;RNA;3888;complete;USA;activated sludge metagenome;
NC_074359;ssRNA phage Gerhypos.1_15;;Hohltdevirus edaphenecus;Hohltdevirus;Steitzviridae;RNA;4056;complete;USA;;
NC_074360;ssRNA phage Esthiorhiza.2_21;;Hohltdevirus edaphocola;Hohltdevirus;Steitzviridae;RNA;3935;complete;USA;;
NC_074361;ssRNA phage SRR6255733_4;;Hohrdovirus caenivivens;Hohrdovirus;Steitzviridae;RNA;4393;complete;USA;activated sludge metagenome;
NC_074362;ssRNA phage Esthiorhiza.1_1;;Hohrdovirus edaphohabitans;Hohrdovirus;Steitzviridae;RNA;4722;complete;USA;;
NC_074363;ssRNA phage Esthiorhiza.1_2;;Hohrdovirus edaphovicinum;Hohrdovirus;Steitzviridae;RNA;4569;complete;USA;;
NC_074364;ssRNA phage Esthiorhiza.3_12;;Hohrdovirus edaphovivens;Hohrdovirus;Steitzviridae;RNA;4380;complete;USA;;
NC_074365;ssRNA phage SRR6960549_5;;Hohrdovirus limadaptatum;Hohrdovirus;Steitzviridae;RNA;4583;complete;USA;activated sludge metagenome;
NC_074366;ssRNA phage Gephyllon.1_16;;Hohrdovirus pedadaptatum;Hohrdovirus;Steitzviridae;RNA;3999;complete;USA;;
NC_074367;ssRNA phage Gephyllon.1_4;;Hohrdovirus pedenecus;Hohrdovirus;Steitzviridae;RNA;4060;complete;USA;;
NC_074368;ssRNA phage Gephyllon.1_24;;Hohrdovirus pedocola;Hohrdovirus;Steitzviridae;RNA;4247;complete;USA;;
NC_074369;ssRNA phage Gephyllon.2_8;;Hohrdovirus pedohabitans;Hohrdovirus;Steitzviridae;RNA;4575;complete;USA;;
NC_074370;ssRNA phage Gerhypos.1_12;;Hohrdovirus pedovicinum;Hohrdovirus;Steitzviridae;RNA;4303;complete;USA;;
NC_074371;ssRNA phage Gerhypos.1_2;;Hohrdovirus pedovivens;Hohrdovirus;Steitzviridae;RNA;4471;complete;USA;;
NC_074372;ssRNA phage Gerhypos.2_15;;Hohrdovirus soladaptatum;Hohrdovirus;Steitzviridae;RNA;4652;complete;USA;;
NC_074373;ssRNA phage Zoerhiza.1_25;;Hohrdovirus solenecus;Hohrdovirus;Steitzviridae;RNA;4385;complete;USA;;
NC_074374;ssRNA phage Gerhypos.3_16;;Hohrdovirus solicola;Hohrdovirus;Steitzviridae;RNA;4395;complete;USA;;
NC_074375;ssRNA phage Zoerhiza.1_5;;Hohrdovirus solihabitans;Hohrdovirus;Steitzviridae;RNA;4358;complete;USA;;
NC_074376;ssRNA phage Gephyllon.3_16;;Huhbevirus chthonadaptatum;Huhbevirus;Steitzviridae;RNA;4038;complete;USA;;
NC_074377;ssRNA phage Gerhypos.4_18;;Huhbevirus chthonenecus;Huhbevirus;Steitzviridae;RNA;4020;complete;USA;;
NC_074378;ssRNA phage Gephyllon.4_7;;Huhbevirus chthonocola;Huhbevirus;Steitzviridae;RNA;4092;complete;USA;;
NC_074379;ssRNA phage Gerhypos.4_20;;Huhbevirus chthonohabitans;Huhbevirus;Steitzviridae;RNA;3988;complete;USA;;
NC_074380;ssRNA phage Gerhypos.4_63;;Huhbevirus chthonovicinum;Huhbevirus;Steitzviridae;RNA;4047;complete;USA;;
NC_074381;ssRNA phage Gerhypos.4_64;;Huhbevirus chthonovivens;Huhbevirus;Steitzviridae;RNA;4024;complete;USA;;
NC_074382;ssRNA phage Zoerhiza.1_13;;Huhbevirus geoadaptatum;Huhbevirus;Steitzviridae;RNA;3982;complete;USA;;
NC_074383;ssRNA phage Esthiorhiza.1_5;;Huhbevirus solivicinum;Huhbevirus;Steitzviridae;RNA;4029;complete;USA;;
NC_074384;ssRNA phage Esthiorhiza.2_22;;Huhbevirus solivivens;Huhbevirus;Steitzviridae;RNA;3965;complete;USA;;
NC_074385;ssRNA phage Gerhypos.1_17;;Huohcivirus geoenecus;Huohcivirus;Steitzviridae;RNA;4015;complete;USA;;
NC_074386;ssRNA phage SRR5467091_10;;Huylevirus limihabitans;Huylevirus;Steitzviridae;RNA;4144;complete;USA;activated sludge metagenome;
NC_074387;ssRNA phage Esthiorhiza.4_16;;Hyjrovirus geohabitans;Hyjrovirus;Steitzviridae;RNA;3811;complete;USA;;
NC_074388;ssRNA phage Gephyllon.2_2;;Hylipavirus geovicinum;Hylipavirus;Steitzviridae;RNA;3899;complete;USA;;
NC_074389;ssRNA phage SRR6960799_32;;Iwahcevirus pelovicinum;Iwahcevirus;Steitzviridae;RNA;3651;complete;Japan;activated sludge metagenome;
NC_074390;ssRNA phage SRR5467091_16;;Jiforsuvirus asiadaptatum;Jiforsuvirus;Steitzviridae;RNA;4194;complete;USA;activated sludge metagenome;
NC_074391;ssRNA phage SRR7976325_26;;Kecijavirus borborocola;Kecijavirus;Steitzviridae;RNA;3809;complete;Japan;activated sludge metagenome;
NC_074392;ssRNA phage SRR6960802_5;;Kecuhnavirus borborohabitans;Kecuhnavirus;Steitzviridae;RNA;3729;complete;Japan;activated sludge metagenome;
NC_074393;ssRNA phage SRR7976357_12;;Kecuhnavirus borborovicinum;Kecuhnavirus;Steitzviridae;RNA;3533;complete;Japan;activated sludge metagenome;
NC_074394;ssRNA phage Gerhypos.2_13;;Kecuhnavirus terrivicinum;Kecuhnavirus;Steitzviridae;RNA;3576;complete;USA;;
NC_074395;ssRNA phage Zoerhiza.3_5;;Kehruavirus agradaptatum;Kehruavirus;Steitzviridae;RNA;3805;complete;USA;;
NC_074396;ssRNA phage Zoerhiza.4_13;;Kehruavirus agricola;Kehruavirus;Steitzviridae;RNA;4104;complete;USA;;
NC_074397;ssRNA phage Esthiorhiza.2_13;;Kehruavirus humadaptatum;Kehruavirus;Steitzviridae;RNA;4110;complete;USA;;
NC_074398;ssRNA phage Esthiorhiza.4_17;;Kehruavirus humenecus;Kehruavirus;Steitzviridae;RNA;3713;complete;USA;;
NC_074399;ssRNA phage Esthiorhiza.3_7;;Kehruavirus humicola;Kehruavirus;Steitzviridae;RNA;3896;complete;USA;;
NC_074400;ssRNA phage Gephyllon.2_3;;Kehruavirus humihabitans;Kehruavirus;Steitzviridae;RNA;3815;complete;USA;;
