Contig	T0-R-Dry-soil-A_sort TPM	T0-R-Dry-soil-B_sort TPM	T0-R-Dry-soil-C_sort TPM	T1-R-H218O-A_sort TPM	T1-R-H218O-B_sort TPM	T1-R-H218O-C_sort TPM	T1-R-H218O-P-A_sort TPM	T1-R-H218O-P-B_sort TPM	T1-R-H218O-P-C_sort TPM	T1-R-H2O-A_sort TPM	T1-R-H2O-B_sort TPM	T1-R-H2O-C_sort TPM	T1-R-H2O-P-A_sort TPM	T1-R-H2O-P-B_sort TPM	T1-R-H2O-P-C_sort TPM	T2-R-H218O-A_sort TPM	T2-R-H218O-B_sort TPM	T2-R-H218O-C_sort TPM	T2-R-H218O-P-A_sort TPM	T2-R-H218O-P-B_sort TPM	T2-R-H218O-P-C_sort TPM	T2-R-H2O-A_sort TPM	T2-R-H2O-B_sort TPM	T2-R-H2O-C_sort TPM	T2-R-H2O-P-A_sort TPM	T2-R-H2O-P-B_sort TPM	T2-R-H2O-P-C_sort TPM	T3-R-H218O-A_sort TPM	T3-R-H218O-B_sort TPM	T3-R-H218O-C_sort TPM	T3-R-H218O-P-A_sort TPM	T3-R-H218O-P-B_sort TPM	T3-R-H218O-P-C_sort TPM	T3-R-H2O-A_sort TPM	T3-R-H2O-B_sort TPM	T3-R-H2O-C_sort TPM	T3-R-H2O-P-A_sort TPM	T3-R-H2O-P-B_sort TPM	T3-R-H2O-P-C_sort TPM
T0-R-Dry-soil-A_NODE_796_length_1361_cov_27.406202	6978.0493	3808.9993	2403.1858	1759.9764	2253.223	0	944.0206	3042.1907	930.37463	311.42612	987.8289	897.6966	1374.6289	349.50308	895.2549	4312.2573	3074.3047	1896.8512	783.8157	666.6179	477.09647	1666.3551	0	253.19174	956.4054	0	215.39008	0	491.96143	940.0488	914.68304	1850.2241	371.08362	427.2346	0	483.96442	633.84894	565.5673	0
T0-R-Dry-soil-A_NODE_840_length_1338_cov_2.977901	1039.9401	2189.1648	1044.9755	275.42004	0	0	0	0	0	0	0	0	0	0	0	0	233.63786	0	797.2892	0	0	0	0	0	0	0	0	410.05426	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-A_NODE_892_length_1316_cov_9.011245	2819.532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-A_NODE_893_length_1316_cov_8.650602	2903.446	353.2956	664.0276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-A_NODE_896_length_1314_cov_9.217216	2353.1868	0	0	186.96698	0	0	495.41205	0	835.1655	0	0	0	0	0	196.69516	0	0	0	0	2033.0273	0	0	0	245.85745	188.68855	0	0	0	305.7348	877.9018	0	0	0	0	0	211.06335	0	246.2045	385.49884
T0-R-Dry-soil-A_NODE_907_length_1310_cov_3.267151	3220.2217	3566.8833	2553.9216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488.622	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-A_NODE_928_length_1303_cov_5.022727	1559.434	0	287.42255	251.3937	0	470.2784	0	889.7297	388.71506	0	270.23337	0	0	0	0	346.47726	572.1015	1273.683	0	296.56836	211.79166	0	339.24722	0	0	0	0	175.44537	0	0	487.44818	0	0	0	0	0	167.41833	0	583.1299
T0-R-Dry-soil-A_NODE_930_length_1302_cov_1.845654	542.8287	0	0	487.4496	0	0	0	0	302.56622	0	0	166.82242	376.01648	420.14188	212.6871	0	277.03592	0	0	193.56259	0	0	0	281.2068	152.34209	327.05347	0	0	0	0	195.12892	538.601	299.00583	433.8349	522.92816	252.94774	0	162.79317	0
T0-R-Dry-soil-A_NODE_935_length_1301_cov_2.592683	763.93945	553.9218	211.1006	0	0	0	0	109.11399	0	0	0	354.76987	0	329.05954	0	0	0	0	0	426.16537	224.5948	0	0	0	114.344376	0	0	0	0	0	0	0	0	0	228.95683	0	0	0	0
T0-R-Dry-soil-A_NODE_1040_length_1257_cov_1.687184	755.5389	0	0	0	0	0	0	169.40019	0	0	0	0	0	0	293.73502	0	0	0	0	0	0	308.0381	0	0	295.86722	354.16003	0	0	0	133.48529	141.48006	0	0	0	473.94244	344.74078	118.32606	212.99503	0
T0-R-Dry-soil-A_NODE_1060_length_1251_cov_9.400000	2930.7202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.55403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.34714	0
T0-R-Dry-soil-A_NODE_1075_length_1247_cov_6.006803	2054.5422	0	0	0	0	0	233.53984	720.9804	225.65065	0	1334.8345	0	0	0	0	0	0	517.5648	0	0	130.17802	0	0	0	0	0	0	0	0	0	305.60303	562.3562	0	199.83954	545.9921	764.5116	111.32339	0	0
T0-R-Dry-soil-A_NODE_1086_length_1245_cov_5.976150	2093.323	0	942.5462	0	508.6964	570.9367	220.1554	418.08044	0	0	0	0	0	0	0	611.9188	849.84424	0	0	0	0	0	0	415.17325	0	0	0	440.68488	0	2122.6575	0	0	101.414665	0	205.07593	278.4509	191.1465	0	0
T0-R-Dry-soil-A_NODE_1136_length_1230_cov_2.391717	1167.1637	0	1096.1316	349.53693	1490.5007	478.26175	264.6227	0	320.2772	287.16196	312.29636	485.6159	0	502.7445	510.31058	435.86075	391.00363	0	325.2358	464.42465	580.7	382.25708	444.94843	525.29553	413.22778	487.8244	590.64404	241.61545	675.00287	750.28467	268.51654	0	384.9428	769.8856	570.83655	366.40063	282.1548	326.5056	0
T0-R-Dry-soil-A_NODE_1148_length_1225_cov_69.240035	19472.033	6869.681	2894.1848	6634.886	3156.4314	920.40967	2852.8086	618.04553	1217.4275	10783.691	6349.8125	12943.504	2569.1897	2543.3972	813.80133	1819.6604	7282.7207	6171.788	1045.0023	1632.1212	1590.1912	34566.145	6495.269	4676.632	1022.106	7931.848	1050.8517	6699.534	4175.864	3116.118	1005.8616	3851.066	549.709	8164.2607	7972.2227	52651.586	4460.0547	1912.3912	4253.2085
T0-R-Dry-soil-A_NODE_1171_length_1218_cov_2.184830	652.798	305.37753	0	168.08609	0	0	225.0356	0	0	0	315.3731	356.65463	0	390.53653	0	1366.7974	0	0	262.75177	0	0	0	207.3841	0	203.56036	190.69568	272.0709	0	0	0	0	0	172.7713	545.5934	279.49622	199.23631	244.2298	0	0
T0-R-Dry-soil-A_NODE_1255_length_1192_cov_2.488849	815.2675	0	0	0	0	0	0	0	0	493.8605	671.3583	637.7596	0	0	0	0	0	0	0	0	0	812.08905	1236.127	451.70132	0	844.3726	0	0	0	0	0	0	0	780.4919	249.89331	538.03864	149.73415	0	0
T0-R-Dry-soil-A_NODE_1429_length_1146_cov_3.718140	1156.3525	486.84515	174.29283	393.02225	872.5919	0	119.586876	784.5224	0	0	726.2389	1303.0269	305.14404	788.6384	0	0	293.76443	1247.0399	0	0	1600.6561	0	0	1541.05	0	489.80164	177.9472	279.27347	327.1845	549.054	0	1335.0942	0	144.96782	1466.7141	1452.0264	103.829544	136.28159	0
T0-R-Dry-soil-A_NODE_1432_length_1145_cov_3.283054	1041.6263	0	0	0	0	0	0	0	540.6554	1131.092	0	0	0	0	225.72685	0	0	0	0	0	0	0	0	0	0	0	0	1597.2418	0	0	0	0	0	493.32135	371.64426	0	259.80057	0	0
T0-R-Dry-soil-A_NODE_1543_length_1122_cov_3.838249	925.1853	0	0	0	0	0	549.65234	0	0	1699.9374	1968.5514	1113.1155	0	381.55634	0	0	257.18408	0	1378.6285	0	0	1035.3049	2082.4353	1382.061	243.0752	172.50986	0	0	0	0	203.78976	0	0	2206.225	1820.4606	1112.3143	0	0	0
T0-R-Dry-soil-A_NODE_1645_length_1100_cov_4.983479	1686.5925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-A_NODE_1692_length_1092_cov_9.311459	2164.137	936.6862	2103.484	1199.8757	2441.9778	1234.5236	345.12665	996.64764	0	3795.1663	527.64355	1093.9694	0	348.47882	371.92966	2222.1594	1783.6858	1350.9233	341.91434	1261.632	2690.6677	1063.7474	0	1873.6504	181.63869	0	513.554	1465.4187	1128.1952	883.51447	1989.1898	992.4568	0	502.05096	0	698.42206	517.57916	0	0
T0-R-Dry-soil-A_NODE_1700_length_1091_cov_1.897059	627.5676	0	0	0	0	269.59753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370.53726	0	0	0	0
T0-R-Dry-soil-A_NODE_1728_length_1086_cov_3.022660	874.50507	0	1149.5135	3525.257	2394.0837	1941.0117	1467.0051	5555.4175	4663.867	433.65146	825.3132	1125.0139	917.7088	1095.0131	2906.8801	8729.894	4074.2136	2207.3787	3413.476	4084.2817	1898.3586	4762.3755	3430.7173	5533.017	5924.453	2210.0327	2265.08	1410.3636	1750.9661	3263.8906	6842.719	8981.458	1462.9716	871.96967	391.83478	319.21844	10582.254	7663.066	2598.6936
T0-R-Dry-soil-A_NODE_1767_length_1079_cov_4.740079	1473.7872	0	0	0	1266.5928	0	0	350.8367	599.80457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297.85773	738.6533	0	0	0	0	0	0	0	0	268.26184
T0-R-Dry-soil-A_NODE_1772_length_1078_cov_6.886792	2315.172	1293.8881	2246.607	664.704	0	568.4349	349.60873	614.53375	313.23172	546.08685	772.0495	352.60168	210.85533	794.26	274.00714	261.74634	289.9883	0	569.0114	0	391.52438	846.6561	507.68686	319.6602	402.4945	323.19205	0	784.63763	0	0	164.97276	0	68.32322	277.40237	0	225.11116	91.98261	0	0
T0-R-Dry-soil-A_NODE_1871_length_1064_cov_4.785498	1681.3843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263.14145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-A_NODE_1886_length_1062_cov_4.647830	1414.1915	0	1810.2574	0	0	0	483.92172	579.23566	0	0	0	204.52222	0	0	0	0	0	0	0	0	0	0	0	770.63116	0	0	0	0	0	394.9882	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-A_NODE_1905_length_1060_cov_3.449949	687.5937	0	0	2182.486	1037.7257	4670.9463	1422.182	2410.595	929.1067	2354.7268	3261.4338	2638.1926	1484.5553	1929.6195	2055.1194	2422.339	907.4238	2087.5583	1157.3477	1394.8209	1470.1774	1356.7799	1131.9058	1584.8068	865.43933	1442.5405	288.5769	0	1111.7216	1325.7065	1809.5635	2706.3997	397.048	438.84253	722.6029	637.7444	664.1666	1357.6173	5427.2695
T0-R-Dry-soil-A_NODE_2069_length_1039_cov_4.883264	1573.0399	357.98807	1345.6951	512.3147	513.30896	0	263.8048	0	379.15414	181.30728	0	522.6245	0	274.6911	0	0	462.88214	0	513.36523	420.4355	249.98196	479.14694	324.14984	0	0	223.549	0	0	0	363.35864	0	184.07343	0	927.4039	0	0	0	0	0
T0-R-Dry-soil-A_NODE_2128_length_1030_cov_3.635036	922.05084	315.97638	484.80472	0	323.62134	0	216.21452	390.4974	0	228.61429	0	0	288.58353	300.1824	0	0	233.46324	0	0	293.614	0	0	0	188.18843	0	0	173.23955	643.6458	0	0	172.66061	0	0	419.36548	371.82468	0	336.94217	238.27527	421.53555
T0-R-Dry-soil-A_NODE_2141_length_1028_cov_3.316614	537.1191	723.63727	1335.8068	637.2881	1037.603	715.29877	933.19684	690.4538	520.0724	1305.6365	560.4927	633.8598	850.4264	1156.7938	1041.5876	713.6406	444.44333	672.6689	596.6872	0	426.3585	807.1233	511.90372	628.51514	458.24875	414.22525	508.33124	0	364.74045	428.4544	395.42087	0	429.87766	517.1462	455.33655	741.9036	347.24338	173.62823	0
T0-R-Dry-soil-A_NODE_2265_length_1010_cov_3.122471	1005.9124	736.5339	0	0	0	145.60934	135.6897	140.55185	0	396.34018	0	0	0	0	0	335.24258	190.46902	273.86295	739.3475	632.12604	0	0	0	0	0	114.983864	0	0	0	311.49323	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-A_NODE_2375_length_997_cov_2.442765	664.58386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283.01154	0	277.43384	0	0	0	0	506.70764	0	0	0	0	0	0	0	0	0	0	3799.2349	213.40656	0	0	0	0
T0-R-Dry-soil-A_NODE_2447_length_989_cov_3.835512	1027.2716	0	302.94153	869.4246	1145.9272	718.72253	1177.8525	717.6807	569.0326	952.36694	1747.7854	768.6648	689.4901	745.49457	559.9972	1740.3348	778.0535	839.0338	1617.9572	1189.168	492.41248	1230.462	1660.1206	1655.0265	676.8748	743.6937	644.36194	647.214	1597.7355	848.2859	2055.0693	902.4374	468.1069	974.2899	1505.9297	1647.477	721.8728	767.0187	1024.3583
T0-R-Dry-soil-A_NODE_2462_length_987_cov_1.512009	447.54486	188.42422	1315.4075	0	0	0	138.85173	0	342.11133	0	0	1567.9521	212.58084	192.7756	0	0	219.27115	0	0	306.40558	0	448.34753	255.92064	305.49115	200.96178	156.88441	129.13345	0	379.89178	0	0	0	63.96216	0	258.68262	0	180.83394	192.1433	0
T0-R-Dry-soil-A_NODE_2486_length_984_cov_8.230011	2940.356	1015.8683	1319.4178	540.95013	0	498.18936	348.18762	432.79663	0	1579.3909	1236.173	275.918	284.30515	1063.4979	281.42145	0	488.7546	562.1983	0	0	362.9375	393.5001	534.79376	350.19705	251.9683	786.81366	155.43257	975.7544	598.7929	0	180.73222	388.72415	106.92856	574.03754	172.98068	458.0008	0	0	1103.1038
T0-R-Dry-soil-A_NODE_2515_length_981_cov_7.613187	2409.0095	284.36533	1425.2566	4570.398	10193.581	3947.7302	7142.211	18233.049	33215.656	576.08014	1631.5173	2546.2087	2049.6926	2618.3862	6661.855	31380.154	12109.154	4605.3257	6307.119	5908.694	4534.044	11418.207	2746.5166	3710.2683	5206.4185	5840.2256	4339.44	4194.5933	6934.4775	10540.385	12651.097	12152.282	2584.8584	1253.1964	433.7745	371.05496	28564.574	10405.085	4942.264
T0-R-Dry-soil-A_NODE_2607_length_973_cov_1.803769	522.08203	286.70334	0	0	0	0	2183.1687	0	0	0	0	0	0	0	0	289.99246	1013.2742	0	0	189.94226	0	341.09882	0	265.61713	0	0	0	305.43347	0	0	443.88336	0	0	0	0	178.14552	0	0	0
T0-R-Dry-soil-A_NODE_2842_length_948_cov_4.624857	1467.7628	1642.974	1580.218	1576.4987	2461.297	1913.2988	3523.7463	3244.4521	4452.3174	1440.6558	1012.98627	1231.5027	1696.834	4315.182	2706.8694	3303.802	1877.0654	3501.2844	3319.5984	2676.1475	6061.767	1517.0743	1243.4292	2090.0994	706.1486	1347.5425	4127.4907	7692.519	3051.157	1150.4656	1715.1583	4034.8586	743.6271	700.98413	2603.4702	914.21735	878.6087	2424.11	3282.3164
T0-R-Dry-soil-A_NODE_3038_length_933_cov_2.017401	662.827	622.90594	909.8532	1228.812	0	0	293.77618	355.02	0	201.90594	0	1746.002	487.24973	356.8826	870.6269	0	386.60333	0	400.1827	720.31067	173.98924	0	360.97717	277.00476	0	311.18356	396.16162	0	344.46783	314.7205	408.45328	0	0	106.83814	319.2635	334.40982	488.87836	0	1628.7633
T0-R-Dry-soil-A_NODE_3093_length_927_cov_3.346963	810.0706	0	0	0	0	0	0	0	0	0	414.3738	0	0	230.90952	0	0	0	0	0	181.24313	0	358.02493	885.577	0	0	0	261.23416	0	0	0	0	0	158.90472	0	321.32993	0	85.572624	336.95486	0
T0-R-Dry-soil-A_NODE_3113_length_925_cov_6.730679	1862.4154	502.63474	1349.5919	2146.886	864.8564	821.44666	0	562.71375	730.0839	458.2173	0	880.55145	415.854	0	478.99435	0	701.90466	1295.791	778.4558	1180.628	210.59286	0	0	325.96738	134.01988	334.79974	165.3467	0	665.94	0	384.52014	482.43823	0	0	230.01762	299.82364	546.70483	180.9019	0
T0-R-Dry-soil-A_NODE_3405_length_903_cov_4.700721	1418.6127	0	276.49432	272.06494	0	0	493.24655	838.43384	0	0	531.73376	932.0713	271.08154	210.70818	449.77533	0	213.0385	612.6279	383.94373	297.69644	0	643.19604	862.49255	166.95435	439.3119	0	84.68754	0	533.86786	278.72244	98.47208	0	116.520134	0	895.3625	345.5197	131.77045	222.37102	0
T0-R-Dry-soil-A_NODE_3406_length_903_cov_4.405048	1687.6608	1338.6888	2294.9033	362.75305	0	705.74066	474.27545	838.43384	342.7743	0	141.7956	0	0	210.70818	367.99817	906.16986	878.7839	918.9419	590.6826	558.18085	503.35522	1378.2776	1748.2955	763.22003	933.5378	342.95642	338.75015	202.52963	593.18677	278.72244	309.48358	847.18604	279.64816	257.57092	471.2432	1458.8601	307.4643	271.78668	0
T0-R-Dry-soil-A_NODE_3413_length_903_cov_1.741587	489.17682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-A_NODE_3444_length_900_cov_4.422195	1374.2612	2118.046	1109.664	0	0	217.87479	0	0	0	366.29092	0	0	505.11548	0	0	0	0	0	0	0	0	0	0	574.3231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-A_NODE_3485_length_897_cov_4.664649	1477.3468	362.8271	668.025	0	148.64217	163.9525	534.74176	580.279	250.95773	0	0	242.14346	0	0	0	377.47485	697.0065	0	0	112.38284	0	0	0	432.18292	0	0	170.50803	917.47955	0	7435.551	169.93837	426.4264	117.29958	0	616.714	0	0	74.61948	0
T0-R-Dry-soil-A_NODE_3579_length_889_cov_5.161369	1714.2377	313.7932	0	0	0	523.85504	308.31644	0	0	0	0	0	0	0	0	0	0	0	0	264.58636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-A_NODE_3784_length_876_cov_2.459627	655.53046	265.37482	370.52136	1308.7693	2016.7224	1622.8684	1681.7941	1836.5864	2762.4712	4865.363	12168.327	2076.5671	279.43704	543.0063	1180.171	4026.2927	2443.103	3631.184	974.2221	1553.5396	1408.3597	7672.0967	2282.7627	11825.747	1075.5248	2121.1628	2618.933	7959.43	5839.535	1316.8522	1000.57086	1710.2085	912.8478	7073.939	9132.436	3403.3945	1788.4534	2381.3933	5699.874
T0-R-Dry-soil-A_NODE_4108_length_857_cov_3.361323	1237.041	0	407.86942	0	466.73972	0	159.91447	0	0	384.6696	0	190.08397	0	0	236.95868	0	0	0	0	0	0	0	0	276.4392	0	0	0	0	0	0	0	0	0	0	521.36456	121.35524	0	0	0
T0-R-Dry-soil-A_NODE_4307_length_845_cov_3.121447	627.3043	577.73236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512.23804	0	0	0	0	0	0	0	0	0	0	0	0	421.95947	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-A_NODE_4475_length_836_cov_2.013072	634.0575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1248.8054	0	0	350.91217	0	0	0	302.14578	0	0	0	0	0	0	0	319.0918	0	0	0	0	0	0	0	0
T0-R-Dry-soil-A_NODE_4534_length_833_cov_2.140420	556.7985	0	0	294.9274	0	294.24866	0	568.0563	0	0	268.9948	0	0	0	0	0	288.676	0	256.1279	0	0	0	303.23376	206.83894	119.05728	0	153.0069	219.54883	0	0	259.2427	114.797264	0	0	0	0	0	0	0
T0-R-Dry-soil-A_NODE_4632_length_827_cov_2.981481	881.31683	618.417	724.56885	0	0	237.10674	0	171.6532	0	284.73114	619.30585	361.12903	253.70874	230.07182	0	0	0	0	0	0	0	167.21536	0	104.16984	0	0	0	0	0	228.25243	0	0	89.05972	160.70934	0	293.43402	0	0	0
T0-R-Dry-soil-A_NODE_4925_length_813_cov_2.849057	733.49445	543.2844	0	1611.6417	3689.9995	1145.6514	4593.507	2735.5442	1695.9336	1766.7694	1496.1796	2204.0867	1139.8433	585.08453	658.519	9509.539	1715.51	6350.833	2689.8955	661.3035	599.0111	5749.207	3106.934	1377.5278	609.9306	2475.995	595.7294	506.13727	16603.098	4127.699	406.24265	28817.223	1993.0538	2063.894	994.4796	682.25586	219.53648	2003.3452	445.04053
T0-R-Dry-soil-A_NODE_5038_length_809_cov_0.913279	245.707	0	0	860.41815	0	0	0	0	0	0	791.3567	536.96576	0	0	0	279.0235	0	0	329.6579	0	60.197296	341.87192	0	372.70657	0	0	0	254.31995	397.2664	233.33104	0	0	0	431.2481	604.89813	771.333	0	0	0
T0-R-Dry-soil-A_NODE_5292_length_798_cov_3.627235	1715.9813	407.83945	0	256.5523	0	0	0	266.83707	141.04599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-A_NODE_5324_length_797_cov_2.465565	443.3894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.613785	0	0	0	0	0	0
T0-R-Dry-soil-A_NODE_5503_length_790_cov_1.828929	866.6791	0	758.5043	0	548.51807	713.60864	0	0	0	476.90677	0	0	0	421.4829	0	500.03476	0	758.61206	0	595.4871	0	525.14105	506.25333	0	0	0	0	0	0	0	80.39809	0	0	0	0	0	75.30937	0	0
T0-R-Dry-soil-A_NODE_6330_length_761_cov_1.423188	290.2279	580.4074	0	215.22087	0	322.08804	1035.5034	0	0	278.48276	0	0	275.71255	0	582.2205	0	0	0	0	0	213.31396	436.12225	0	0	0	406.95108	117.2383	0	0	275.60922	0	0	0	174.64725	251.62901	0	0	0	0
T0-R-Dry-soil-A_NODE_6401_length_758_cov_2.094614	728.44116	1226.7466	230.56999	108.0363	0	0	0	156.06563	0	0	0	0	0	0	0	0	126.8957	0	0	132.99138	0	255.41176	0	0	0	0	0	0	0	0	184.34291	0	0	0	0	0	0	0	0
T0-R-Dry-soil-A_NODE_6490_length_755_cov_10.204678	3393.3977	2186.1272	2843.9734	433.86243	1059.5923	1428.4503	862.2141	1002.789	894.474	2245.5679	2755.8599	1941.8782	648.4416	2016.0994	489.03946	2503.9583	2770.9473	1892.8575	1412.9445	1157.1722	580.5253	2637.5298	3512.8936	2481.761	1970.3582	3050.7524	1147.9371	2482.8665	2625.0269	1000.0786	2220.903	2026.5146	1212.4424	1298.2599	5128.938	3030.5037	1063.8068	1566.2185	0
T0-R-Dry-soil-A_NODE_6948_length_741_cov_2.897015	715.34717	0	134.777	0	719.7411	1819.2986	346.77792	0	303.79095	317.77686	950.3754	1245.7644	1651.7325	1380.1598	597.935	723.4938	0	2364.1152	0	408.12738	460.05038	298.5958	624.9508	1278.8572	418.24677	992.59546	137.60297	4411.6807	722.871	2151.1663	617.1447	1118.4343	0	1883.291	459.41443	1450.3123	495.11728	2198.0022	0
T0-R-Dry-soil-A_NODE_7081_length_737_cov_5.870871	929.0048	0	440.40256	222.2294	0	498.86514	348.66	0	0	0	260.60013	442.06805	260.9667	0	0	0	0	0	0	592.71686	220.2606	713.01373	399.85443	0	0	0	207.52477	651.3857	0	654.5441	0	0	285.52975	0	375.30014	0	215.26685	0	0
T0-R-Dry-soil-A_NODE_7399_length_728_cov_3.432268	970.828	383.18982	0	0	595.2325	0	235.31363	389.99258	0	0	0	0	0	0	0	387.58603	0	0	0	0	0	0	0	0	0	0	0	251.21469	367.88977	0	0	0	0	0	175.35687	0	0	0	0
T0-R-Dry-soil-A_NODE_7426_length_727_cov_3.948171	1215.2045	0	755.5486	168.96474	0	539.44226	0	0	0	0	0	0	0	0	0	0	0	253.64658	0	0	0	228.2594	0	622.1176	0	0	210.37929	0	0	0	0	701.5212	0	0	0	667.59265	0	214.82613	0
T0-R-Dry-soil-A_NODE_8598_length_699_cov_4.076433	1327.0759	0	0	351.46594	0	175.32845	196.06102	0	402.5559	0	0	0	0	0	0	0	137.60637	0	572.30316	0	209.01123	0	0	0	0	0	0	0	0	0	327.11337	0	0	0	0	198.38121	0	0	0
T0-R-Dry-soil-A_NODE_8802_length_695_cov_0.939103	413.12576	267.5896	287.39484	0	0	0	0	340.42514	323.898	0	0	0	150.94753	0	106.251755	121.79675	0	0	0	193.39561	140.14282	0	0	0	89.18586	0	0	263.14273	0	0	109.66523	0	0	0	0	99.76147	199.74121	160.5125	0
T0-R-Dry-soil-A_NODE_8831_length_694_cov_2.382022	668.3185	267.97522	395.73758	0	0	211.90985	0	0	0	0	0	0	0	0	0	0	0	0	0	338.93	0	0	0	0	0	0	257.11346	0	0	0	0	0	0	0	0	0	128.59013	0	0
T0-R-Dry-soil-A_NODE_9068_length_689_cov_1.634304	512.89014	337.3999	0	0	0	0	0	480.7455	0	0	0	0	253.7702	0	0	0	0	0	387.07297	0	0	802.8282	0	250.06805	107.95503	0	0	497.6893	155.4855	0	0	277.5794	122.16856	0	247.04367	150.94551	0	0	0
T0-R-Dry-soil-A_NODE_9104_length_688_cov_2.299838	1059.3735	473.04633	362.89893	0	0	0	149.39682	0	0	0	0	0	0	345.69305	0	164.04807	209.70985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290.57214	0	216.47737	201.55312	0	0	0
T0-R-Dry-soil-A_NODE_9306_length_683_cov_4.625817	1293.4896	0	0	899.24835	878.4684	717.7424	0	1108.5	0	758.4775	2249.6296	477.0191	0	0	486.53323	2974.48	0	0	0	147.59518	1235.9102	0	1417.6808	0	1016.4313	0	765.1017	0	3725.2197	0	929.9337	0	92.43135	3259.4224	0	152.27136	116.14326	457.33124	55570.586
T0-R-Dry-soil-A_NODE_9791_length_674_cov_2.985075	983.07166	0	0	0	0	218.1979	305.00006	702.06396	0	0	0	0	0	0	109.562256	334.9109	1783.8822	273.59198	474.82486	0	0	0	0	383.45026	0	0	416.0246	1967.2264	0	248.94803	376.94064	189.17143	187.33125	98.59536	0	0	0	198.61633	966.2798
T0-R-Dry-soil-A_NODE_10073_length_669_cov_2.204013	594.2513	416.98386	0	0	0	0	0	389.021	2733.9492	0	0	0	470.44214	497.71542	607.0963	0	0	0	398.6446	0	266.91367	0	0	0	240.89507	0	0	0	0	0	303.80603	0	0	0	0	0	563.22516	333.50116	0
T0-R-Dry-soil-A_NODE_10213_length_666_cov_12.457143	2719.3381	1186.7759	1612.0122	1045.1624	0	478.44104	1157.4884	355.2484	338.00183	424.27527	1009.3359	1059.9232	446.30795	999.9146	415.79373	1059.1683	1335.9291	969.0746	961.0565	0	243.74187	166.1107	948.1747	1261.1826	483.9605	0	191.37358	0	0	0	343.32162	0	0	1496.6954	127.78757	832.84424	297.7697	251.25252	0
T0-R-Dry-soil-A_NODE_10332_length_664_cov_4.785835	1463.5521	1995.5881	1240.8514	554.9878	2309.214	812.10846	851.38153	285.055	0	0	192.83353	736.00305	0	1361.1138	945.3044	1784.7637	3186.9146	1666.2739	803.293	0	0	291.56924	380.41217	583.8377	597.438	291.5003	614.2397	0	1371.3861	821.2661	420.87918	0	586.3033	350.28088	897.20746	417.67636	194.13329	470.41745	0
T0-R-Dry-soil-A_NODE_10385_length_663_cov_9.150338	2431.829	1122.0201	866.14075	0	0	517.5757	0	0	0	0	579.3732	286.6552	0	0	0	0	0	0	0	0	0	333.72455	317.4885	487.26508	0	0	57.671803	0	0	0	0	0	158.69936	501.1562	577.64636	0	0	0	0
T0-R-Dry-soil-A_NODE_10879_length_655_cov_1.333904	337.19595	141.96553	0	0	610.68085	0	0	0	0	0	0	0	0	0	112.74041	1076.9565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
